Day,Month,IncidentYear,VictimInjury,State,Location,latitude,longitude,SharkType,SharkLength(m),Provoked,SharkCount,VictimActivity,InjuryLocation,InjurySeverity,VictimGender,VictimAge
16,9,1979,Injured,NSW,"byron bay, the pass",-28.63333333,153.6166667,whaler shark,2,Unprovoked,1,swimming,thigh,minor lacerations,Male,18
5,1,1980,Injured,NSW,seal rocks,-32.43333333,152.5166667,wobbegong,1.8,Provoked,1,diving,arm,minor lacerations,Male,
2,3,1980,Injured,VIC,"shoreham beach, port phillip bay",-38.41666667,145.05,bronze whaler shark,3,Provoked,1,spearfishing,"arm, hand",minor lacerations,Male,42
28,3,1980,Injured,QLD,"stradbroke island, point lookout",-27.41666667,153.5333333,whaler shark,,Unprovoked,1,boarding,calf,minor lacerations,Male,21
1,9,1980,Uninjured,SA,cactus beach,-32.08333333,132.9666667,white shark,,Unprovoked,1,boarding,other: uninjured,,Male,
22,10,1980,Injured,QLD,marian reef,-16.91666667,145.7666667,grey reef shark,2,Provoked,1,diving,head,minor lacerations,Female,
18,11,1980,Injured,WA,lancelin,-31,115.3,white shark,,Unprovoked,1,swimming,torso,major lacerations,Male,
1,1,1981,Uninjured,NSW,byron bay,-28.63333333,153.6166667,tiger shark,2.5,Unprovoked,1,boarding,other: uninjured,,Male,27
7,2,1981,Injured,WA,"rottnest island, parker point",-32,115.5166667,wobbegong,1.5,Unprovoked,1,swimming,leg,surface wound,Male,37
16,2,1981,Injured,WA,"leighton beach, perth",-32.01666667,115.7333333,wobbegong,1,Unprovoked,1,other: standing in water,foot,other: teeth marks,Male,
13,12,1981,Injured,QLD,green island,-16.75,145.9666667,tiger shark,,Unprovoked,,swimming,torso,major lacerations,Female,
1,2,1982,Uninjured,TAS,"recherche bay, the strip",-43.51666667,146.9,white shark,5.5,Provoked,1,diving,other: uninjured,,Male,
28,2,1982,Fatal,TAS,south cape bay,-43.56666667,146.8833333,white shark,6,Provoked,1,spearfishing,other: body not recovered,,Male,32
7,3,1982,Fatal,NSW,"byron bay, tallow beach",-28.63333333,153.6166667,white shark,,Unprovoked,1,boarding,leg,major lacerations,Male,20
25,7,1983,Uninjured,QLD,"broadhurst reef, townsville",-18.9,147.7333333,tiger shark,4,Unprovoked,1,swimming,,,Male,33
25,7,1983,Fatal,QLD,"townsville, lodestone reef",-18.68333333,147.1,tiger shark,4,Unprovoked,1,swimming,other: body not recovered,,Female,21
25,7,1983,Fatal,QLD,"townsville, lodestone reef",-18.68333333,147.1,tiger shark,4,Unprovoked,1,swimming,other: body not recovered,,Male,24
12,11,1983,Injured,QLD,coolangatta beach,-28.16666667,153.5333333,tiger shark,,Unprovoked,,swimming,thigh,minor lacerations,Male,10
1,12,1983,Injured,SA,south neptune island,-35.31666667,136.1,white shark,4,Provoked,1,diving,"arm, hand",minor lacerations,Male,
11,2,1984,Injured,QLD,"mackay, derwent island",-21.13333333,149.1833333,tiger shark,,Unprovoked,,swimming,"arm, hand",major lacerations,Male,27
1,3,1984,Injured,WA,coral bay,-23.13333333,113.7666667,whaler shark,,Unprovoked,1,other: standing in water,calf,minor lacerations,Male,25
16,3,1984,Injured,WA,waterman reef,-31.83333333,115.75,wobbegong,0.3,Unprovoked,1,other: standing in water,leg,other: teeth marks,Male,
15,6,1984,Uninjured,TAS,cape raoul,-43.23333333,147.7833333,white shark,6,Provoked,1,diving,,,Male,
1,9,1984,Injured,NT,port keats,-14.11666667,129.5333333,tiger shark,,Unprovoked,1,other: standing in water,"arm, head, torso",minor lacerations,Female,27
1,10,1984,Uninjured,NSW,"byron bay, suffolk park  beach",-28.68333333,153.6166667,white shark,2.5,Unprovoked,1,boarding,other: uninjured,,Male,25
14,10,1984,Uninjured,TAS,"the lanterns, fortescue bay",-43.13333333,148,white shark,6,Provoked,1,diving,,,Male,
30,11,1984,Fatal,QLD,"mackay, blacks beach",-21.05,149.1833333,tiger shark,4,Unprovoked,1,swimming,"arm, head, torso",major lacerations,Male,15
1,2,1985,Uninjured,VIC,jan juc beach,-38.33333333,144.3,white shark,2,Unprovoked,1,boarding,,,Male,36
1,3,1985,Injured,WA,watermans beach,-31.85,115.75,wobbegong,0.7,Provoked,1,diving,thigh,minor lacerations,Female,20
3,3,1985,Fatal,SA,"wiseman's beach, port lincoln",-34.46666667,136.0166667,white shark,6,Unprovoked,1,snorkelling,torso,major lacerations,Female,33
1,9,1985,Injured,QLD,osprey reef,-13.91666667,146.6166667,whitetip reef shark,2,Provoked,1,diving,"arm, hand",surface wound,Male,
14,12,1985,Injured,NSW,north solitary island,-29.91666667,153.3833333,wobbegong,,Provoked,,diving,thigh,other: teeth marks,Male,
1,1,1986,Fatal,QLD,"torres strait, prince of wales island",-10.66666667,142.1833333,tiger shark,,Provoked,1,spearfishing,,,Male,
16,3,1986,Injured,NT,"nightcliff beach, darwin",-12.36666667,130.8333333,wobbegong,1,Provoked,1,swimming,leg,other: teeth marks,Male,13
18,5,1986,Injured,NSW,"north head, sydney ",-33.81666667,151.3,wobbegong,1.8,Unprovoked,1,diving,"arm, hand",minor lacerations,Male,41
3,8,1986,Injured,NSW,"north head, sydney ",-33.81666667,151.3,wobbegong,1.8,Unprovoked,1,diving,thigh,other: teeth marks,Female,
1,10,1986,Uninjured,WA,"cocos (keeling) islands, direction island",-12.15,96.81666667,tiger shark,3,Unprovoked,1,boarding,,,Male,39
6,1,1987,Injured,QLD,lizard island,-14.66666667,145.45,tiger shark,2,Unprovoked,1,swimming,calf,minor lacerations,Male,38
28,1,1987,Injured,QLD,"osprey reef, north horn",-13.91666667,146.6166667,whitetip reef shark,,Provoked,1,diving,"torso, pelvic region",abrasion,Female,
2,2,1987,Injured,NSW,"forster, pebbly beach",-32.16666667,152.5166667,wobbegong,1,Provoked,1,diving,thigh,other: teeth marks,Female,17
4,2,1987,Fatal,VIC,mornington peninsula,-38.46666667,144.8833333,white shark,,Unprovoked,,boarding,,major lacerations,Male,
30,3,1987,Injured,WA,between twilight & fourth beach,-33.88333333,121.8166667,white shark,,Unprovoked,1,boarding,leg,,Male,19
1,4,1987,Injured,WA,"garden island, two people bay",-32.16666667,115.65,wobbegong,,Unprovoked,1,swimming,leg,other: teeth marks,Male,
18,9,1987,Fatal,SA,"merino rocks, adelaide",-34.91666667,138.5833333,white shark,4.5,Unprovoked,1,diving,,,Male,47
1,10,1987,Injured,NT,edith falls,-14.16666667,132.1833333,bull shark,,Unprovoked,1,swimming,arm,minor lacerations,Female,
10,12,1987,Uninjured,QLD,"the cod hole, near lizard island",-14.66666667,145.45,hammerhead shark ,4,Provoked,1,diving,other: uninjured,,Male,
4,7,1988,Injured,NSW,norah head,-33.26666667,151.5666667,white shark,,Unprovoked,1,swimming,calf,minor lacerations,Female,10
6,10,1988,Injured,SA,moana beach south of adelaide,-34.91666667,138.5833333,white shark,,Unprovoked,1,boarding,"leg, hand",other: teeth marks,Male,15
1,10,1988,Uninjured,QLD,lady musgrave island,-23.9,152.3833333,tiger shark,,Provoked,,spearfishing,other: uninjured,,Male,
22,10,1988,Injured,VIC,"surfies point, phillip island",-38.5,145.2666667,white shark,1.2,Unprovoked,1,boarding,calf,minor lacerations,Male,35
8,11,1988,Fatal,QLD,yeppoon,-23.11666667,150.7333333,tiger shark,4.5,Unprovoked,3,swimming,torso,,Male,17
7,11,1988,Fatal,QLD,yeppoon,-23.11666667,150.7333333,tiger shark,4.5,Unprovoked,2,swimming,,,Male,62
1,1,1989,Injured,NSW,"south head, sydney ",-33.86666667,151.2,wobbegong,2,Provoked,1,diving,arm,,Male,19
1,1,1989,Uninjured,VIC,"surfies beach, phillip island",-38.5,145.2666667,white shark,4,Unprovoked,1,boarding,other: uninjured,,Male,30
1,1,1989,Injured,WA,"rottnest island, parker point",-32,115.5166667,wobbegong,1.2,Unprovoked,1,snorkelling,leg,other: teeth marks,Male,
3,1,1989,Injured,NSW,"ballina south, half tide beach",-28.88333333,153.55,white shark,3,Unprovoked,1,boarding,torso,other: teeth marks,Male,17
4,3,1989,Uninjured,WA,"broome, roebuck bay",-17.96666667,122.2333333,tiger shark,3,Provoked,1,snorkelling,,,Male,
15,3,1989,Injured,QLD,"torres strait, badu island harbour",-10.11666667,142.1333333,whaler shark,2,Provoked,1,spearfishing,thigh,minor lacerations,Male,32
9,3,1989,Fatal,SA,"waitpinga beach, encounter bay",-35.63333333,138.4833333,white shark,2,Unprovoked,,boarding,thigh,major lacerations,Male,27
13,8,1989,Uninjured,NSW,lennox head,-28.78333333,153.5833333,white shark,3,Unprovoked,1,boarding,other: uninjured,,Male,17
22,10,1989,Uninjured,TAS,"shelly point, scamander",-41.43333333,148.2666667,white shark,2.1,Unprovoked,1,boarding,,,Male,17
22,10,1989,Injured,NT,edith falls,-14.16666667,132.1833333,bull shark,2,Unprovoked,1,swimming,thigh,minor lacerations,Female,31
22,11,1989,Injured,VIC,kilcunda,-38.53333333,145.4666667,white shark,4.5,Unprovoked,1,boarding,thigh,minor lacerations,Male,32
2,11,1989,Injured,QLD,"mermaid waters, gold coast (canal)",-28.03333333,153.4,bull shark,2,Unprovoked,1,swimming,calf,minor lacerations,Male,10
1,12,1989,Injured,WA,capes area,-16.38333333,122.9166667,wobbegong,,Unprovoked,1,diving,"arm, hand",other: teeth marks,Male,
3,12,1989,Injured,NT,"gove peninsula, cape wirrawoi",-12.28333333,136.8166667,tiger shark,2,Provoked,1,swimming,leg,minor lacerations,Male,17
10,4,1990,Uninjured,QLD,"greenmount point, coolangatta",-28.15,153.5333333,tiger shark,4,Unprovoked,1,boarding,other: uninjured,,Male,31
6,4,1990,Uninjured,NSW,"tweed heads, fingal",-28.18333333,153.55,white shark,3,Unprovoked,1,boarding,other: uninjured,,Male,29
8,4,1990,Fatal,QLD,"dingo reef, off townsville",-19.16666667,148.3833333,tiger shark,,Provoked,1,snorkelling,torso,,Male,36
10,5,1990,Injured,QLD,"opal reef, port douglas",-16.21666667,145.8833333,hammerhead shark ,3,Provoked,1,snorkelling,calf,abrasion,Female,33
10,5,1990,Injured,QLD,"opal reef, port douglas",-16.21666667,145.8833333,hammerhead shark ,3,Provoked,1,snorkelling,"arm, hand",other: teeth marks,Male,44
24,9,1990,Injured,QLD,rainbow beach. near gympie,-25.9,153.0833333,wobbegong,0.6,Unprovoked,1,other: standing in water,foot,abrasion,Male,13
27,10,1990,Injured,QLD,"mermaid waters, gold coast (canal)",-28.03333333,153.4,bull shark,1.8,Unprovoked,1,swimming,"leg, pelvic region",major lacerations,Male,26
25,10,1990,Injured,SA,"goolwa beach, adelaide",-35.51666667,138.7666667,white shark,1.1,Unprovoked,1,boarding,foot,minor lacerations,Male,20
28,11,1990,Injured,QLD,surfers paradise (canals),-28,153.4166667,bull shark,1.5,Unprovoked,1,swimming,"arm, torso, pelvic region",minor lacerations,Male,26
11,1,1991,Injured,QLD,gladstone harbour,-23.83333333,151.25,,2,Unprovoked,1,boarding,leg,minor lacerations,Male,22
4,1,1991,Uninjured,VIC,"queenscliff beach, melbourne",-38.26666667,144.65,bronze whaler shark,3,Provoked,1,spearfishing,other: uninjured,,Male,14
5,1,1991,Uninjured,NSW,"putty beach, central coast",-33.51666667,151.3666667,dusky shark,1.2,Unprovoked,1,snorkelling,other: uninjured,,Male,45
19,1,1991,Injured,QLD,"mermaid waters, gold coast (canal)",-28.03333333,153.4,bull shark,1.5,Unprovoked,1,swimming,"leg, pelvic region",minor lacerations,Male,29
3,3,1991,Injured,NSW,"bass point, wollongong",-34.56666667,150.8666667,grey nurse shark,2,Provoked,1,diving,"arm, leg",minor lacerations,Male,18
8,9,1991,Fatal,SA,aldinga beach,-35.28333333,138.4333333,white shark,4,Unprovoked,1,diving,torso,major lacerations,Male,19
15,11,1991,Injured,WA,"backbeach, halls head",-32.51666667,115.7,white shark,1,Unprovoked,1,boarding,leg,abrasion,Male,14
29,1,1992,Injured,QLD,"duranbah, north of tweed heads",-28.16666667,153.5333333,white shark,2.8,Unprovoked,1,boarding,leg,major lacerations,Male,19
10,2,1992,Uninjured,QLD,"nielson park, bundaberg",-24.86666667,152.35,tiger shark,3,Unprovoked,1,boarding,other: uninjured,,Male,22
7,3,1992,Uninjured,QLD,"evandale channal,chevron is",-27.98333333,153.3333333,bull shark,2.5,Provoked,1,,other: uninjured,,Male,24
10,3,1992,Injured,VIC,"port phillip bay, point lonsdale, west melbourne",-38.28333333,144.6,white shark,2.7,Unprovoked,1,boarding,"leg, pelvic region",minor lacerations,Male,17
25,8,1992,Injured,SA,"lipson cove, tumby bay",-34.25,135.1666667,white shark,3.5,Unprovoked,1,boarding,torso,minor lacerations,Male,16
1,10,1992,Fatal,QLD,"moreton island, brisbane",-27.08333333,153.4,white shark,4.2,Unprovoked,1,boarding,,major lacerations,Male,28
5,1,1993,Injured,QLD,"line reef, 50k off hayman island",-20.05,148.8833333,whitetip reef shark,1.5,Provoked,1,spearfishing,arm,minor lacerations,Male,21
1,4,1993,Uninjured,TAS,"tenth island, georgetown",-40.93333333,146.9833333,white shark,3,Provoked,1,spearfishing,other: uninjured,,Male,32
27,4,1993,Injured,SA,point clinton,-34.21666667,138.0166667,white shark,,Provoked,1,spearfishing,calf,minor lacerations,Male,60
5,6,1993,Fatal,TAS,"tenth island, georgetown",-40.93333333,146.9833333,white shark,4,Unprovoked,1,diving,other: body not recovered,,Female,35
9,6,1993,Fatal,NSW,"byron bay, julian rocks",-28.63333333,153.6166667,white shark,6,Unprovoked,1,diving,torso,major lacerations,Male,31
21,11,1993,Fatal,WA,"broome, roebuck bay",-17.96666667,122.2333333,tiger shark,4,Provoked,1,diving,,major lacerations,Male,28
10,12,1993,Uninjured,QLD,"rockhampton, farnborough beach",-23.36666667,150.5,whaler shark,2,Unprovoked,1,boarding,other: uninjured,,Male,13
9,1,1994,Injured,QLD,"brisbane river, karana downs reach ",-27.53333333,153.8333333,bull shark,1.5,Unprovoked,1,swimming,thigh,minor lacerations,Male,22
9,1,1994,Injured,QLD,"buds beach, gold coast canal",-27.98333333,153.4166667,bull shark,,Unprovoked,1,swimming,foot,minor lacerations,Male,
2,2,1994,Injured,SA,"stinky bay, nora creina",-37.31666667,139.8333333,wobbegong,1.6,Provoked,1,fishing,foot,other: teeth marks,Male,39
4,4,1994,Injured,QLD,"broadbeach, surfers paradise",-27.93333333,153.4166667,whaler shark,,Unprovoked,1,swimming,"arm, hand",other: teeth marks,Female,
3,11,1994,Injured,VIC,mornington peninsula (pier),-38.46666667,144.8833333,wobbegong,3,Provoked,1,diving,torso,other: teeth marks,Male,23
1,2,1995,Uninjured,VIC,"seal rocks, phillip island",-38.51666667,145.0833333,sevengill shark,2.6,Provoked,1,diving,,,Male,34
27,2,1995,Injured,SA,"boomer beach, port elliot",-35.53333333,138.6666667,wobbegong,,Unprovoked,1,boarding,foot,other: teeth marks,Male,14
11,3,1995,Injured,SA,cactus beach,-32.08333333,132.9666667,white shark,2,Unprovoked,1,boarding,arm,minor lacerations,Male,35
21,3,1995,Uninjured,NSW,"clark island, sydney harbour",-33.85,151.2333333,bull shark,2.5,Unprovoked,1,boarding,other: uninjured,,Female,29
9,4,1995,Injured,NSW,eden,-37.05,149.9,wobbegong,,Unprovoked,1,diving,"arm, hand",minor lacerations,Male,
18,5,1995,Uninjured,WA,"bernier island, shark bay",-24.83333333,113.1333333,tiger shark,3,Unprovoked,1,diving,other: uninjured,,Male,49
11,9,1995,Fatal,WA,"hopetoun, starvation bay",-33.88333333,120.6833333,white shark,3,Unprovoked,1,diving,torso,major lacerations,Male,29
11,10,1995,Injured,QLD,"hervey bay, pialba",-25,152.8333333,tiger shark,,Unprovoked,1,other: standing in water,leg,minor lacerations,Female,15
10,11,1995,Injured,NSW,"brooms head, lake arragan",-29.53333333,153.3333333,bull shark,1,Provoked,1,,thigh,other: teeth marks,Male,35
18,11,1995,Injured,QLD,"fishermans beach, great keppel",-23.16666667,150.95,tiger shark,1.8,Unprovoked,1,swimming,leg,minor lacerations,Male,19
31,12,1995,Injured,NSW,"little patonga beach, hawkesbury river",-33.55,151.2666667,bull shark,2.6,Unprovoked,1,swimming,arm,abrasion,Male,24
22,1,1996,Injured,QLD,"coomera river mouth, gold coast",-27.85,153.4,bull shark,,Unprovoked,1,other: standing in water,calf,minor lacerations,Female,13
14,1,1996,Injured,WA,"mutton bird island, albany",-35.05,117.6833333,wobbegong,0.7,Provoked,1,spearfishing,leg,other: teeth marks,Male,40
26,2,1996,Injured,NSW,"parramatta river, sydney",-33.86666667,151.2,bull shark,2,Unprovoked,1,swimming,thigh,other: teeth marks,Male,24
4,2,1996,Injured,NSW,"lord howe island, ned's beach",-31.51666667,159.05,galapagos shark,,Provoked,1,other: standing in water,foot,minor lacerations,Male,7
5,3,1996,Injured,QLD,"heron island, barrier reef",-23.43333333,151.9,whaler shark,,Unprovoked,1,swimming,"arm, leg",minor lacerations,Female,47
26,4,1996,Injured,NSW,"mona vale beach, sydney",-33.66666667,151.3,wobbegong,,Unprovoked,1,swimming,leg,other: teeth marks,Female,16
26,4,1996,Injured,NSW,"mona vale beach, sydney",-33.66666667,151.3,wobbegong,,Unprovoked,1,swimming,thigh,other: teeth marks,Male,11
6,6,1996,Uninjured,VIC,suicide point at point leo,-38.41666667,145.0666667,white shark,3,Unprovoked,1,boarding,other: uninjured,,Male,47
19,9,1996,Injured,WA,"rottnest island, parker point",-32,115.5166667,wobbegong,,Unprovoked,1,other: standing in water,thigh,abrasion,Male,
22,12,1996,Injured,VIC,anglesea beach,-38.41666667,144.1833333,wobbegong,,Unprovoked,1,boarding,leg,other: teeth marks,Female,12
29,12,1996,Injured,QLD,"sunshine coast, coolumn beach",-26.5,153,wobbegong,,Unprovoked,1,boarding,foot,minor lacerations,Female,18
20,1,1997,Injured,QLD,"whitehaven beach, whitsunday island",-20.25,148.9666667,tiger shark,2,Unprovoked,1,snorkelling,leg,minor lacerations,Male,27
20,1,1997,Injured,QLD,"rainbow bay, coolangatta",-28.15,153.5333333,bull shark,1,Unprovoked,1,boarding,leg,other: teeth marks,Male,8
1,1,1997,Uninjured,VIC,"seal rocks, phillip island",-38.51666667,145.0833333,white shark,3,Unprovoked,1,unmotorised boating,other: uninjured,,Male,32
28,2,1997,Injured,QLD,"ravens cove, whitsundays",-20.26666667,148.9,grey reef shark,,Unprovoked,1,diving,"arm, shoulder",minor lacerations,Male,30
28,2,1997,Injured,QLD,"nerang river, 14km upstream",-27.98333333,153.3333333,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Female,20
3,2,1997,Uninjured,NSW,"parramatta river, sydney",-33.86666667,151.2,bull shark,2,Unprovoked,1,unmotorised boating,other: uninjured,,Female,49
26,7,1997,Injured,QLD,"maroochydore, pincushion",-26.65,153.1,tiger shark,1.5,Unprovoked,1,boarding,calf,minor lacerations,Male,18
28,10,1997,Injured,WA,"cottesloe beach, perth",-31.98333333,115.75,white shark,5,Unprovoked,1,boarding,head,abrasion,Male,
10,11,1997,Uninjured,VIC,surf coast - 13th beach,-38.28333333,144.45,white shark,2,Unprovoked,1,boarding,other: uninjured,,Male,21
9,11,1997,Injured,WA,albany,-35.13333333,117.95,white shark,5,Unprovoked,1,diving,"arm, shoulder",minor lacerations,Male,42
29,12,1997,Injured,WA,gnarabup beach,-33.98333333,114.9833333,wobbegong,,Unprovoked,1,other: standing in water,leg,minor lacerations,Male,4
1,12,1997,Injured,NSW,"evans head, shark bay",-29.1,153.4333333,wobbegong,,Unprovoked,1,swimming,leg,minor lacerations,Male,18
14,12,1997,Injured,QLD,"luncheon bay, hook island",-20.11666667,148.9166667,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,8
28,1,1998,Injured,WA,hamelin bay,-34.21666667,115.0166667,wobbegong,2.4,Provoked,1,diving,calf,minor lacerations,Male,34
26,1,1998,Uninjured,QLD,"orpheus island, juno bay",-18.66666667,146.5,tiger shark,3.3,Unprovoked,1,snorkelling,other: uninjured,,Male,45
17,1,1998,Injured,SA,"middleton beach, adelaide",-35.5,138.7,wobbegong,,Unprovoked,1,boarding,foot,other: teeth marks,Male,31
28,6,1998,Fatal,SA,south neptune island,-35.31666667,136.1,white shark,4,Unprovoked,1,snorkelling,"torso, leg",major lacerations,Male,26
1,9,1998,Injured,NSW,jervis bay,-35.03333333,150.7166667,wobbegong,,Unprovoked,1,diving,thigh,minor lacerations,Male,
20,10,1998,Injured,QLD,sunshine coast,-26.5,153,wobbegong,1.2,Provoked,1,diving,"arm, hand",minor lacerations,Male,37
22,12,1998,Injured,SA,"middleton beach, adelaide",-35.5,138.7,wobbegong,,Unprovoked,1,boarding,calf,other: teeth marks,Female,21
8,12,1998,Injured,NSW,"botany bay, sydney",-33.95,151.15,whaler shark,,Provoked,1,spearfishing,calf,minor lacerations,Male,
23,2,1999,Injured,NSW,"nambucca heads, scott's head beach ",-30.56666667,152.9833333,white shark,,Unprovoked,1,boarding,arm,minor lacerations,Male,35
29,5,1999,Fatal,SA,flaherty's beach hardwicke bay,-34.88333333,137.45,white shark,,Unprovoked,1,boarding,torso,major lacerations,Male,22
25,10,1999,Injured,QLD,"stradbroke island, amity point",-27.38333333,153.4333333,wobbegong,,Provoked,1,diving,thigh,minor lacerations,Male,
27,12,1999,Uninjured,NSW,"forster, the pinnacle",-32.21666667,152.6,bronze whaler shark,2.9,Unprovoked,1,diving,other: uninjured,,Male,34
23,12,1999,Uninjured,WA,"scarborough beach, perth",-31.88333333,115.75,white shark,6,Provoked,1,diving,other: uninjured,,Male,
7,2,2000,Uninjured,NSW,"wanda beach, sydney",-34.03333333,151.15,white shark,,Unprovoked,1,boarding,other: uninjured,,Male,57
4,2,2000,Injured,SA,"cactus beach, point sinclair, ceduna",-32.08333333,132.9833333,white shark,3,Unprovoked,1,boarding,"arm, torso",major lacerations,Male,26
3,2,2000,Injured,WA,sorrento beach,-31.81666667,115.7333333,wobbegong,1.2,Unprovoked,1,swimming,foot,other: teeth marks,Male,51
30,3,2000,Injured,QLD,"main beach, gold coast",-27.96666667,153.4166667,white shark,2.6,Unprovoked,1,swimming,calf,major lacerations,Male,26
8,3,2000,Injured,WA,margaret river  nr perth,-31.95,115.0666667,white shark,1.7,Unprovoked,1,boarding,thigh,minor lacerations,Male,20
15,3,2000,Uninjured,NSW,"mcmasters beach, central coast",-33.48333333,151.4166667,white shark,3,Unprovoked,1,boarding,other: uninjured,,Male,38
2,3,2000,Injured,NSW,"athol bay, taronga wharf, sydney harbour",-33.86666667,151.2,bull shark,0.8,Unprovoked,1,swimming,foot,other: teeth marks,Male,61
10,3,2000,Uninjured,NSW,"parramatta river, sydney",-33.86666667,151.2,bull shark,2,Unprovoked,1,unmotorised boating,other: uninjured,,Male,
3,4,2000,Uninjured,NSW,"maroubra beach, sydney",-33.93333333,151.25,whaler shark,2.8,Unprovoked,1,boarding,other: uninjured,,Male,
13,4,2000,Injured,WA,"cottesloe beach, perth",-31.98333333,115.75,wobbegong,,Provoked,1,other: standing in water,foot,other: teeth marks,Female,11
25,9,2000,Fatal,SA,"blackfellows point, near elliston",-33.61666667,134.8166667,white shark,,Unprovoked,1,boarding,torso,,Male,17
24,9,2000,Fatal,SA,cactus beach,-32.08333333,132.9666667,white shark,4.5,Unprovoked,1,boarding,torso,,Male,25
21,11,2000,Uninjured,QLD,"orpheus island, juno bay",-18.66666667,146.5,tiger shark,4,Provoked,1,diving,other: uninjured,,Male,28
6,11,2000,Injured,WA,"cottesloe beach, perth",-31.98333333,115.75,white shark,4,Unprovoked,1,swimming,foot,minor lacerations,Male,52
6,11,2000,Uninjured,NSW,"kiama, jones beach",-34.63333333,150.3833333,white shark,2.9,Unprovoked,1,swimming,other: uninjured,,Male,40
3,11,2000,Uninjured,SA,venus bay,-33.18333333,134.65,white shark,4,Provoked,1,diving,other: uninjured,,Male,27
6,11,2000,Fatal,WA,"cottesloe beach, perth",-31.98333333,115.75,white shark,4,Unprovoked,1,swimming,"torso, leg",major lacerations,Male,49
3,12,2000,Injured,QLD,"heron island, sykes reef",-23.43333333,151.9,whaler shark,2.5,Provoked,1,spearfishing,arm,minor lacerations,Male,38
24,12,2000,Injured,QLD,"townsville, flinders cay off townsville",-19.25,146.8166667,wobbegong,,Unprovoked,1,diving,"arm, hand",minor lacerations,Male,
28,1,2001,Uninjured,QLD,"noosa heads, main beach",-26.38333333,153.0833333,tiger shark,,Unprovoked,1,boarding,other: uninjured,,Male,
21,1,2001,Uninjured,NSW,south west rocks,-30.88333333,153.05,white shark,5,Unprovoked,1,unmotorised boating,other: uninjured,,Male,35
4,2,2001,Injured,NSW,brooms head ,-29.6,153.3333333,tiger shark,2.5,Unprovoked,1,boarding,calf,other: teeth marks,Male,40
28,3,2001,Injured,WA,"margaret river, prevelly beach",-33.96666667,114.9833333,wobbegong,1.5,Unprovoked,1,snorkelling,calf,other: teeth marks,Male,19
2,4,2001,Injured,NSW,"nambucca river, entrance",-30.63333333,153.0166667,wobbegong,,Unprovoked,1,boarding,calf,major lacerations,Male,40
8,4,2001,Injured,NSW,"bronte beach, sydney",-33.9,151.2666667,wobbegong,1,Provoked,1,snorkelling,arm,abrasion,Male,32
4,5,2001,Injured,NSW,"lakes beach, budgewoi",-33.23333333,151.5333333,white shark,3,Unprovoked,1,boarding,torso,minor lacerations,Male,37
1,10,2001,Uninjured,QLD,"moreton bay, sovereign beach",-27.28333333,153.4166667,tiger shark,4,Unprovoked,1,unmotorised boating,,,Male,31
2,10,2001,Injured,QLD,"pinnacles, coral sea, gbr",-16.91666667,149.25,silvertip shark,1.5,Provoked,1,snorkelling,arm,minor lacerations,Female,20
23,11,2001,Injured,NSW,"ballina, flat rock",-28.81666667,153.5333333,white shark,2,Unprovoked,1,boarding,torso,surface wound,Male,49
3,12,2001,Injured,NSW,"yamba, main beach",-29.43333333,153.35,wobbegong,,Unprovoked,1,swimming,foot,other: teeth marks,Male,14
21,12,2001,Uninjured,WA,"yallingup, honeycombs",-33.63333333,115,white shark,2,Unprovoked,1,boarding,other: uninjured,,Male,36
6,12,2001,Uninjured,WA,canal rocks,-34.25,115.0166667,white shark,2.5,Provoked,1,spearfishing,other: uninjured,,Male,
30,1,2002,Injured,WA,river mouth off collie river,-33.3,115.6833333,shortfin mako shark,,Unprovoked,1,swimming,thigh,minor lacerations,Male,32
29,1,2002,Injured,NSW,"port stephens, fingal spit",-32.73333333,152.1833333,bull shark,2.9,Unprovoked,1,boarding,arm,abrasion,Male,20
16,2,2002,Injured,QLD,"noosa, sunrise beach",-26.36666667,153.0833333,whaler shark,1.5,Unprovoked,1,boarding,foot,minor lacerations,Male,36
7,2,2002,Uninjured,NSW,"parramatta river, cabarita, sydney",-33.86666667,151.2,bull shark,2,Unprovoked,1,unmotorised boating,other: uninjured,,Male,35
1,4,2002,Uninjured,NSW,coffs harbour,-30.28333333,153.1333333,bull shark,1.8,Provoked,1,spearfishing,other: uninjured,,Male,
30,4,2002,Fatal,SA,smokey bay,-32.38422037,133.9255802,white shark,6,Provoked,1,diving,leg,major lacerations,Male,23
12,4,2002,Injured,NSW,"bar beach, newcastle",-32.93333333,151.75,wobbegong,,Unprovoked,1,swimming,foot,other: teeth marks,Male,46
13,8,2002,Uninjured,WA,"cove beach, perth, sth of cottesloe beach",-31.96666667,115.75,white shark,3.5,Unprovoked,1,boarding,other: uninjured,,Male,34
29,12,2002,Injured,QLD,"upolu cay, cairns",-16.66666667,145.9333333,hammerhead shark ,,Provoked,1,snorkelling,arm,minor lacerations,Female,18
22,12,2002,Injured,NSW,"manly, shelly beach,  sydney",-33.78333333,151.2833333,wobbegong,0.5,Unprovoked,1,diving,thigh,abrasion,Male,35
16,12,2002,Fatal,QLD,miami lake (canals) gold coast,-28.05,153.4166667,bull shark,2,Unprovoked,1,swimming,"torso, leg",major lacerations,Male,23
